message,sentiment
" Yes, and they were already down by one run. I guess someone had to be that guy.", Sad
" Yeah, that sucks. He was a great player too. Well, nice chatting with you!", Sad
 I guess a disabled student who won a case against a TX school died recently.  Her name is Amber Tatro., Sad
 H&M was selling goat hair coats and there was video footage the improper treatment of the goats., Sad
" They were found to throw goats, I understand why people were shocked ", Sad
" Animal are being killed for food, but I think there are other material can be used for clothes.", Sad
" It's a shame they went extinct. The moa and the elephant bird have gone extinct too, but both of those were wingless birds.", Sad
" Poor Yahoo. Apple has Siri, Microsoft has Cortana... I'm sad that Ask.com isn't still around. I want to have Jeeves as my personal assistant!", Sad
 Yeah I think that is sad. Us humans are invading these animals' space and we think we own the place., Sad
" I agree.  We dont even respect other humans, so animals definitely dont get any resepct.  We really need to treat every living thing with respect.", Sad
 It's especially bad because it was a licensed sanctuary that Sugito wandered into to collect food. This was undoubtedly done without permission., Sad
 Killing a protected species is a crime in Indonesia so it was just those people who were out of control. What's gross is the villagers took selfies with the crocodiles afterward., Sad
" Yeah, and I still don't think it's bad because the villager wandered into its habitat. But some people did question the logic of having crocodile ponds so close to a village.", Sad
 There was a sign that said stay away from the water but the parents let him get too close to the pond. He was scooping up water into a pail when he was snatched. Poor kid., Sad
" Yeah, I heard that he was also playing in the water. And in this case they euthanized the alligator and humanely removed others.", Sad
 Yeah well I guess Disney World built where there were already alligators naturally. Seems pretty ineivitable in many areas of Florida that we would intrude. Sigh. I feel bad for the boy but the crocodile was probably just acting in its nature because it's a carnivore., Sad
" Right.:/ And as humans we make handbags of alligators all the time. That being said,I'd be very protective of my children if an animal came to attack them.", Sad
 It is a fantasy where the main hero is a little girl. Apparently publishers were not a fan when it was first being sent out for publication. , Sad
 That seems very strange but I guess the times where different on what people considered entertainment. , Sad
"  Hello,  did you know that more than 80% of the earths forests have been destroyed?", Sad
 Unfortunately we dont have enough stat going back far enough since at bats and pitch by pitch only started getting record in 1988, Sad
 I know that 80 percent of our forests have already been destroyed, Sad
 No more helium balloons? Aww..., Sad
 I don't really like them as pets but in nature yes. It's sad that the dodo bird is extinct. I hope we stop destroying the earth and habitats for animals. The dodo bird was actually a sub family of pigeon., Sad
" Yeah she is one of the main characters of the show, I feel sad because the eight season is the final one so in April the beggining of the end will happen. ", Sad
" Interesting, What is kind of sad is that 80 percent of earths forests have been destroyed.", Sad
" Yeah, sadly mostly human activities are to blame for that, including massive deforestation for many reasons. ", Sad
 Or our level of stupidity and move on so we don't ruin their planet. , Sad
 I can't even comprehend that number!  It is sad so many go extinct like the dodo bird., Sad
 I hope soccer continues to maintain such a healthy spirit despite allegations of corruption surrounding the league, Sad
 I have watch enough science fiction movies. It seems that other beings would be more advanced than we are.We seem to not be able to solve global warming. The earth is 71% water and I am afraid the polar ice caps are melting!, Sad
 I also read that 80 % of the earths forests have already been destroyed. Very sad, Sad
 Seems like we're destroying Earth very quickly. the article mentioned that human's existence would represent 1 minute and 17 seconds in comparison to earth's entire history. Yet already we've done so much damage , Sad
" Me too. I want to know so much more and be better but alas, I cannot.", Sad
 I dont either and I am pretty sure I am addicted to the dopamine hit I get everytime I open my phone., Sad
 I used to go to blockbuster until we started using Netflix.  Can you believe that Netflix tried to get Blockbuster to use it's online service and Blockbuster flat out refused?, Sad
" Right! He is such a little kid about some things, but he's starting to look at girls differently and it's a weird situation to be in. He used to tell me everything, but not so much anymore.", Sad
 A little bit. I know there's a wiki which ranks fictional characters according to their powers and abilities., Sad
" Yeah, the solar system is quite peculiar, the sun represent 99.86 of all mass in the solar system. Knowing, that losing weight seems futile in the scheme of the universe. ", Sad
 It's sad that a satellite was lost on Mars due to a technicality., Sad
" Oh, interesting! They are into all types of niches. This project has been many years in the making and it's called the Vesta. We might be able to get it next year, but the robot will likely become a roving Alexa. Unfortunately, it probably won't be a housekeeper.", Sad
" I would love to work at an Amazon warehouse. I think it might get me into shape! In the future that job will probably be done by robots but for now, it's even hard to train a robot to pick up a coffee mug, a task that is incredibly easy for humans.", Sad
 And we are the only mammals that cannot breathe and swallow at the same time. Bummer., Sad
